stock,sample_count,before_gap_samples,after_gap_samples,inferred_denominator,denominator_min,denominator_max,denominator_abs_spread,denominator_rel_spread,db_max_adj,db_max_minus_inferred,db_max_matches_inferred,planned_factor_min,planned_factor_max
300207.SZ,31,14,17,7.067399817701667,7.067399817701667,7.067399817701667,0.0,0.0,7.0674,1.8229833287364272e-07,True,0.9980190992355347,0.9980190992355347
300209.SZ,34,14,20,3.9539,3.9539,3.9539,0.0,0.0,3.9539,0.0,True,1.0,1.0
300210.SZ,34,14,20,5.977,5.977,5.977,0.0,0.0,5.977,0.0,True,1.0,1.0
300213.SZ,31,14,17,6.5355,6.5355,6.5355,0.0,0.0,6.5355,0.0,True,1.0,1.0
300220.SZ,34,14,20,4.3441998974276075,4.3441998974276075,4.3441998974276075,0.0,0.0,4.3442,1.0257239235755833e-07,True,0.9999539852142334,0.9999539852142334
300225.SZ,19,3,16,7.933999950176586,7.933999950176586,7.933999950176586,0.0,0.0,7.934,4.982341383907851e-08,True,0.9953365325927734,0.9953365325927734
300227.SZ,33,14,19,5.5611,5.5611,5.5611,0.0,0.0,5.5611,0.0,True,1.0,1.0
300231.SZ,30,14,16,11.0591,11.0591,11.0591,0.0,0.0,11.0591,0.0,True,1.0,1.0
300233.SZ,31,14,17,2.3338000094050795,2.3338000094050795,2.3338000094050795,0.0,0.0,2.3338,-9.405079381963333e-09,True,0.9949867129325867,0.9949867129325867
300234.SZ,31,14,17,6.1344,6.1344,6.1344,0.0,0.0,6.1344,0.0,True,1.0,1.0
300237.SZ,34,14,20,17.093299538973834,17.093299538973834,17.093299538973834,0.0,0.0,17.0933,4.6102616479970493e-07,True,0.999982476234436,0.999982476234436
300240.SZ,28,14,14,3.629599913630515,3.629599913630515,3.629599913630515,0.0,0.0,3.6296,8.636948489737506e-08,True,0.9998347163200378,0.9998347163200378
300242.SZ,33,14,19,5.154,5.154,5.154,0.0,0.0,5.154,0.0,True,1.0,1.0
300244.SZ,33,14,19,10.548,10.548,10.548,0.0,0.0,10.548,0.0,True,1.0,1.0
300245.SZ,31,14,17,4.079,4.079,4.079,0.0,0.0,4.079,0.0,True,1.0,1.0
300253.SZ,32,14,18,35.4834,35.4834,35.4834,0.0,0.0,35.4834,0.0,True,1.0,1.0
300260.SZ,28,14,14,5.635999883434572,5.635999883434572,5.636,1.1656542842075623e-07,2.0682297876436682e-08,5.636,1.1656542842075623e-07,True,0.9981369972229004,0.9981369972229004
300263.SZ,33,14,19,8.4924,8.4924,8.4924,0.0,0.0,8.4924,0.0,True,1.0,1.0
300268.SZ,30,14,16,2.027,2.027,2.027,0.0,0.0,2.027,0.0,True,1.0,1.0
300271.SZ,31,14,17,8.523,8.523,8.523,0.0,0.0,8.523,0.0,True,1.0,1.0
300272.SZ,29,14,15,6.39429986275436,6.39429986275436,6.39429986275436,0.0,0.0,6.3943,1.3724564063011258e-07,True,0.9818901419639587,0.9818901419639587
300276.SZ,31,14,17,16.472,16.472,16.472,0.0,0.0,16.472,0.0,True,1.0,1.0
300278.SZ,31,14,17,4.3701000236516645,4.3701000236516645,4.3701000236516645,0.0,0.0,4.3701,-2.3651664626811453e-08,True,0.9999771118164062,0.9999771118164062
300279.SZ,34,14,20,5.773399869122977,5.773399869122977,5.773399869122977,0.0,0.0,5.7734,1.3087702299685589e-07,True,0.999930739402771,0.999930739402771
300284.SZ,31,14,17,4.073199975846664,4.073199975846664,4.073199975846664,0.0,0.0,4.0732,2.4153336219967514e-08,True,0.9979622960090637,0.9979622960090637
300289.SZ,31,14,17,2.591,2.591,2.591,0.0,0.0,2.591,0.0,True,1.0,1.0
300290.SZ,31,14,17,6.2581999375323365,6.2581999375323365,6.2581999375323365,0.0,0.0,6.2582,6.246766393047665e-08,True,0.9999680519104004,0.9999680519104004
300291.SZ,29,14,15,8.145,8.145,8.145,0.0,0.0,8.145,0.0,True,1.0,1.0
300292.SZ,32,14,18,9.413400051727109,9.413400051727109,9.413400051727109,0.0,0.0,9.4134,-5.172710970668959e-08,True,0.9999575018882751,0.9999575018882751
300299.SZ,30,14,16,8.101499788062611,8.101499788062611,8.101499788062611,0.0,0.0,8.1015,2.1193738852787192e-07,True,0.9999383091926575,0.9999383091926575
300302.SZ,32,14,18,6.909,6.909,6.909,0.0,0.0,6.909,0.0,True,1.0,1.0
300307.SZ,33,14,19,2.2653,2.2653,2.2653,0.0,0.0,2.2653,0.0,True,1.0,1.0
300313.SZ,33,14,19,2.027300037025925,2.027300037025925,2.027300037025925,0.0,0.0,2.0273,-3.7025924992661885e-08,True,0.9998520016670227,0.9998520016670227
300315.SZ,33,14,19,12.246,12.246,12.246,0.0,0.0,12.246,0.0,True,1.0,1.0
300317.SZ,28,14,14,2.767,2.767,2.767,0.0,0.0,2.767,0.0,True,1.0,1.0
300319.SZ,32,14,18,8.1612,8.1612,8.1612,0.0,0.0,8.1612,0.0,True,1.0,1.0
300323.SZ,33,14,19,3.466099992298858,3.466099992298858,3.466099992298858,0.0,0.0,3.4661,7.701141946370171e-09,True,0.9999711513519287,0.9999711513519287
300324.SZ,28,14,14,25.015199796961117,25.015199796961117,25.015199796961117,0.0,0.0,25.0152,2.030388834839414e-07,True,0.9999920129776001,0.9999920129776001
300338.SZ,32,14,18,4.3961000946900946,4.3961000946900946,4.3961000946900946,0.0,0.0,4.3961,-9.469009487617086e-08,True,0.9999772310256958,0.9999772310256958
300340.SZ,34,14,20,3.678,3.678,3.678,0.0,0.0,3.678,0.0,True,1.0,1.0
300343.SZ,32,14,18,13.801,13.801,13.801,0.0,0.0,13.801,0.0,True,1.0,1.0
300346.SZ,28,14,14,13.428599906466179,13.428599906466179,13.428599906466179,0.0,0.0,13.4286,9.353382068866267e-08,True,0.9946234226226807,0.9946234226226807
300350.SZ,34,14,20,3.645,3.645,3.645,0.0,0.0,3.645,0.0,True,1.0,1.0
300357.SZ,33,14,19,5.6232000992206945,5.623199912000891,5.6232000992206945,1.8721980321600995e-07,3.329417412016981e-08,5.6232,-9.922069477141804e-08,True,0.9967278242111206,0.9967278242111206
300358.SZ,31,14,17,5.4183,5.4183,5.4183,0.0,0.0,5.4183,0.0,True,1.0,1.0
300359.SZ,34,14,20,8.32019985679044,8.32019985679044,8.32019985679044,0.0,0.0,8.3202,1.432095597664329e-07,True,0.9999759793281555,0.9999759793281555
300360.SZ,28,14,14,7.183400204156391,7.183400204156391,7.183400204156391,0.0,0.0,7.1834,-2.0415639134796493e-07,True,0.9821393489837646,0.9821393489837646
300363.SZ,28,14,14,4.102100002223308,4.102100002223308,4.102100002223308,0.0,0.0,4.1021,-2.223307760118587e-09,True,0.9999756217002869,0.9999756217002869
300365.SZ,33,14,19,11.116,11.116,11.116,0.0,0.0,11.116,0.0,True,1.0,1.0
300366.SZ,33,14,19,6.073,6.073,6.073,0.0,0.0,6.073,0.0,True,1.0,1.0
300369.SZ,34,14,20,8.312200160078088,8.312200160078088,8.312200160078088,0.0,0.0,8.3122,-1.6007808767426468e-07,True,0.9999759197235107,0.9999759197235107
300370.SZ,29,14,15,16.472300438638584,16.472300438638584,16.472300438638584,0.0,0.0,16.4723,-4.386385832333417e-07,True,0.9999817609786987,0.9999817609786987
300371.SZ,33,14,19,4.7966,4.7966,4.7966,0.0,0.0,4.7966,0.0,True,1.0,1.0
300373.SZ,34,14,20,5.497899967736203,5.497899967736203,5.497899967736203,0.0,0.0,5.4979,3.226379696741333e-08,True,0.9937248826026917,0.9937248826026917
300374.SZ,32,14,18,2.1881000328496216,2.1881000328496216,2.1881000328496216,0.0,0.0,2.1881,-3.2849621689479136e-08,True,0.9999542832374573,0.9999542832374573
300375.SZ,29,14,15,6.8464,6.846399854158131,6.8464,1.458418692479313e-07,2.1301979032474192e-08,6.8464,0.0,True,0.9919812083244324,1.0
300376.SZ,33,14,19,23.9161,23.916099782114404,23.9161,2.1788559578794775e-07,9.110414983544464e-09,23.9161,0.0,True,0.9950995445251465,0.9950995445251465
300377.SZ,33,14,19,10.9753,10.9753,10.9753,0.0,0.0,10.9753,0.0,True,1.0,1.0
300378.SZ,33,14,19,2.339,2.339,2.339,0.0,0.0,2.339,0.0,True,1.0,1.0
300380.SZ,33,14,19,2.0694,2.069399940170998,2.0694,5.982900175283135e-08,2.891127947851133e-08,2.0694,0.0,True,1.0,1.0
300381.SZ,33,14,19,6.5683,6.5683,6.568300067873899,6.787389938978095e-08,1.033355653514318e-08,6.5683,0.0,True,1.0,1.0
300382.SZ,33,14,19,11.8276,11.8276,11.8276,0.0,0.0,11.8276,0.0,True,1.0,1.0
300383.SZ,29,14,15,20.6432,20.6432,20.6432,0.0,0.0,20.6432,0.0,True,1.0,1.0
300384.SZ,30,14,16,6.1417,6.1417,6.141700045267391,4.526739072474584e-08,7.370498514213627e-09,6.1417,0.0,True,0.9876744151115417,1.0
300385.SZ,33,14,19,3.9344000715328478,3.9344000715328478,3.9344000715328478,0.0,0.0,3.9344,-7.153284764527257e-08,True,0.9998983144760132,0.9998983144760132
300386.SZ,33,14,19,4.516099865975993,4.516099865975993,4.516099865975993,0.0,0.0,4.5161,1.3402400700357475e-07,True,0.9999778866767883,0.9999778866767883
300388.SZ,33,14,19,6.255000187749453,6.255000187749453,6.255000187749453,0.0,0.0,6.255,-1.8774945331756498e-07,True,0.9927257895469666,0.9927257895469666
300389.SZ,33,14,19,5.002799981880348,5.002799981880348,5.002799981880348,0.0,0.0,5.0028,1.811965155695816e-08,True,0.9881666302680969,0.9881666302680969
